time,lat,long,depth,mag
2009-01-25T20:19:03.090Z,60.4955,-152.7455,0,0.1
2009-01-25T20:25:10.420Z,60.5005,-152.75783333333334,0,0.3
2009-01-25T20:27:05.840Z,60.4695,-152.74366666666666,3.34,1.2
2009-01-25T20:37:32.160Z,60.489666666666665,-152.74433333333334,2.69,0.6
2009-01-25T20:47:39.690Z,60.49283333333333,-152.78433333333334,0,0.9
2009-01-25T20:47:51.320Z,51.7255,-178.83166666666668,23.91,1.6
2009-01-25T21:15:24.900Z,60.47366666666667,-152.78666666666666,0,1
2009-01-25T21:56:02.650Z,60.4925,-152.7035,0,-0.2
2009-01-25T22:45:26.180Z,60.4895,-152.76483333333334,0,0.6
2009-01-25T22:50:02.330Z,60.49166666666667,-152.7525,0.25,0.8
2009-01-25T22:51:06.950Z,60.47,-152.753,0,1.8
2009-01-25T23:07:15.100Z,60.491,-152.775,0,0.4
2009-01-26T01:59:03.060Z,60.04,-153.08133333333333,1,0.1
2009-01-26T02:12:06.830Z,51.89216666666667,-177.8365,7.11,0.4
2009-01-26T03:13:54.940Z,53.943666666666665,-166.55333333333334,8.35,1.2
